"","ID","Gene Symbol","ENTREZ_GENE_ID"
"5788","206262_at","ADH1C","126"
"5789","206263_at","FMO4","2329"
"5790","206264_at","GPLD1","2822"
"5791","206265_s_at","GPLD1","2822"
"5792","206266_at","GPLD1","2822"
"5793","206267_s_at","MATK","4145"
"5794","206268_at","LEFTY1","10637"
"5795","206269_at","GCM1","8521"
"5796","206270_at","PRKCG","5582"
"5797","206271_at","TLR3","7098"
"5798","206272_at","RAB4A /// SPHAR","5867 /// 10638"
"5799","206273_at","SLMO1","10650"
"5800","206274_s_at","CROCC","9696"
"5801","206275_s_at","MICAL2","9645"
"5802","206276_at","LY6D","8581"
"5803","206277_at","P2RY2","5029"
"5804","206278_at","PTAFR","5724"
"5805","206279_at","PRKY","5616"
"5806","206280_at","CDH18","1016"
"5807","206281_at","ADCYAP1","116"
"5808","206282_at","NEUROD1","4760"
"5809","206283_s_at","TAL1","6886"
"5810","206284_x_at","CLTB","1212"
"5811","206285_at","NPHP1","4867"
"5812","206286_s_at","TDGF1 /// TDGF1P3","6997 /// 6998"
"5813","206287_s_at","ITIH4","3700"
"5814","206288_at","PGGT1B","5229"
"5815","206289_at","HOXA4","3201"
"5816","206290_s_at","RGS7","6000"
"5817","206291_at","NTS","4922"
"5818","206292_s_at","SULT2A1","6822"
"5819","206293_at","SULT2A1","6822"
"5820","206294_at","HSD3B2","3284"
"5821","206295_at","IL18","3606"
"5822","206296_x_at","MAP4K1","11184"
"5823","206297_at","CTRC","11330"
"5824","206298_at","ARHGAP22","58504"
"5825","206299_at","FAM155B","27112"
"5826","206300_s_at","PTHLH","5744"
"5827","206301_at","TEC","7006"
"5828","206302_s_at","NUDT4 /// NUDT4P1 /// NUDT4P2","11163 /// 170688 /// 440672"
"5829","206303_s_at","NUDT4 /// NUDT4P1 /// NUDT4P2","11163 /// 170688 /// 440672"
"5830","206304_at","MYBPH","4608"
"5831","206305_s_at","C8A","731"
"5832","206306_at","RYR3","6263"
"5833","206307_s_at","FOXD1","2297"
"5834","206308_at","TRDMT1","1787"
"5835","206309_at","LECT1","11061"
"5836","206310_at","SPINK2","6691"
"5837","206311_s_at","PLA2G1B","5319"
"5838","206312_at","GUCY2C","2984"
"5839","206313_at","HLA-DOA","3111"
"5840","206314_at","ZKSCAN7","55888"
"5841","206315_at","CRLF1","9244"
"5842","206316_s_at","KNTC1","9735"
"5843","206317_s_at","ABCB8","11194"
"5844","206318_at","EPPIN /// EPPIN-WFDC6","57119 /// 100526773"
"5845","206319_s_at","EPPIN /// EPPIN-WFDC6","57119 /// 100526773"
"5846","206320_s_at","SMAD9","4093"
"5847","206321_at","RFX1","5989"
"5848","206322_at","SYN3","8224"
"5849","206323_x_at","OPHN1","4983"
"5850","206324_s_at","DAPK2","23604"
"5851","206325_at","SERPINA6","866"
"5852","206326_at","GRP","2922"
"5853","206327_s_at","CDH15","1013"
"5854","206328_at","CDH15","1013"
"5855","206329_at","EXTL1","2134"
"5856","206330_s_at","SHC3","53358"
"5857","206331_at","CALCRL","10203"
"5858","206332_s_at","IFI16","3428"
"5859","206333_at","MSI1","4440"
"5860","206334_at","LIPF","8513"
"5861","206335_at","GALNS","2588"
"5862","206336_at","CXCL6","6372"
"5863","206337_at","CCR7","1236"
"5864","206338_at","ELAVL3","1995"
"5865","206339_at","CARTPT","9607"
"5866","206340_at","NR1H4","9971"
"5867","206341_at","IL2RA","3559"
"5868","206342_x_at","IDS","3423"
"5869","206343_s_at","NRG1","3084"
"5870","206344_at","PON1","5444"
"5871","206345_s_at","PON1","5444"
"5872","206346_at","PRLR","5618"
"5873","206347_at","PDK3","5165"
"5874","206348_s_at","PDK3","5165"
"5875","206349_at","LGI1","9211"
"5876","206350_at","APCS","325"
"5877","206351_s_at","PEX10","5192"
"5878","206352_s_at","PEX10","5192"
"5879","206353_at","COX6A2","1339"
"5880","206354_at","SLCO1B3","28234"
"5881","206355_at","GNAL","2774"
"5882","206356_s_at","GNAL","2774"
"5883","206357_at","OPA3","80207"
"5884","206358_at","PRM1","5619"
"5885","206359_at","SOCS3","9021"
"5886","206360_s_at","SOCS3","9021"
"5887","206361_at","PTGDR2","11251"
"5888","206362_x_at","MAP3K10","4294"
"5889","206363_at","MAF","4094"
"5890","206364_at","KIF14","9928"
"5891","206365_at","XCL1","6375"
"5892","206366_x_at","XCL1","6375"
"5893","206367_at","REN","5972"
"5894","206368_at","CPLX2","10814"
"5895","206369_s_at","PIK3CG","5294"
"5896","206370_at","PIK3CG","5294"
"5897","206371_at","FOLR3","2352"
"5898","206372_at","MYF6","4618"
"5899","206373_at","ZIC1","7545"
"5900","206374_at","DUSP8 /// LOC101927562","1850 /// 101927562"
"5901","206375_s_at","HSPB3","8988"
"5902","206376_at","SLC6A15","55117"
"5903","206377_at","FOXF2","2295"
"5904","206378_at","SCGB2A2","4250"
"5905","206379_at","EYA3","2140"
"5906","206380_s_at","CFP","5199"
"5907","206381_at","SCN2A","6326"
"5908","206382_s_at","BDNF","627"
"5909","206383_s_at","G3BP2","9908"
"5910","206384_at","CACNG3","10368"
"5911","206385_s_at","ANK3","288"
"5912","206386_at","SERPINA7","6906"
"5913","206387_at","CDX2","1045"
"5914","206388_at","PDE3A","5139"
"5915","206389_s_at","PDE3A","5139"
"5916","206390_x_at","PF4","5196"
"5917","206391_at","RARRES1","5918"
"5918","206392_s_at","RARRES1","5918"
"5919","206393_at","TNNI2","7136"
"5920","206394_at","MYBPC2","4606"
"5921","206395_at","DGKG","1608"
"5922","206396_at","SLC1A1","6505"
"5923","206397_x_at","CERS1 /// GDF1","2657 /// 10715"
"5924","206398_s_at","CD19","930"
"5925","206399_x_at","CACNA1A /// LOC100507353","773 /// 100507353"
"5926","206400_at","LGALS7 /// LGALS7B","3963 /// 653499"
"5927","206401_s_at","MAPT","4137"
"5928","206402_s_at","NPFF","8620"
"5929","206403_at","ZNF536","9745"
"5930","206404_at","FGF9","2254"
"5931","206405_x_at","USP32 /// USP6","9098 /// 84669"
"5932","206406_at","SMCP","4184"
"5933","206407_s_at","CCL13","6357"
"5934","206408_at","LRRTM2","26045"
"5935","206409_at","TIAM1","7074"
"5936","206410_at","NR0B2","8431"
"5937","206411_s_at","ABL2","27"
"5938","206412_at","FER","2241"
"5939","206413_s_at","TCL1B","9623"
"5940","206414_s_at","ASAP2","8853"
"5941","206415_at","TLL1","7092"
"5942","206416_at","ZNF205","7755"
"5943","206417_at","CNGA1","1259"
"5944","206418_at","NOX1","27035"
"5945","206419_at","RORC","6097"
"5946","206420_at","IGSF6","10261"
"5947","206421_s_at","SERPINB7","8710"
"5948","206422_at","GCG","2641"
"5949","206423_at","ANGPTL7","10218"
"5950","206424_at","CYP26A1","1592"
"5951","206425_s_at","TRPC3","7222"
"5952","206426_at","MLANA","2315"
"5953","206427_s_at","MLANA","2315"
"5954","206428_s_at",NA,NA
"5955","206429_at","F2RL1","2150"
"5956","206430_at","CDX1","1044"
"5957","206431_x_at","TBC1D9B","23061"
"5958","206432_at","HAS2","3037"
"5959","206433_s_at","SPOCK3","50859"
"5960","206434_at","SPOCK3","50859"
"5961","206435_at","B4GALNT1","2583"
"5962","206436_at","MPPED1","758"
"5963","206437_at","S1PR4","8698"
"5964","206438_x_at","TCTN2","79867"
"5965","206439_at","EPYC","1833"
"5966","206440_at","LIN7A","8825"
"5967","206441_s_at","COMMD4","54939"
"5968","206442_at","SEMG1","6406"
"5969","206443_at","RORB","6096"
"5970","206444_at","PDE1B","5153"
"5971","206445_s_at","PRMT1","3276"
"5972","206446_s_at","CELA2A /// CELA2B","51032 /// 63036"
"5973","206447_at","CELA2A /// CELA2B","51032 /// 63036"
"5974","206448_at","ZNF365","22891"
"5975","206449_s_at","MASP1","5648"
"5976","206450_at","DBH","1621"
"5977","206451_at","TBCCD1","55171"
"5978","206452_x_at","PPP2R4","5524"
"5979","206453_s_at","NDRG2","57447"
"5980","206454_s_at","RHO","6010"
"5981","206455_s_at","RHO","6010"
"5982","206456_at","GABRA5","2558"
"5983","206457_s_at","DIO1","1733"
"5984","206458_s_at","WNT2B","7482"
"5985","206459_s_at","WNT2B","7482"
"5986","206460_at","AJAP1","55966"
"5987","206461_x_at","MT1H","4496"
"5988","206462_s_at","NTRK3","4916"
"5989","206463_s_at","DHRS2","10202"
"5990","206464_at","BMX","660"
"5991","206465_at","ACSBG1","23205"
"5992","206466_at","ACSBG1","23205"
"5993","206467_x_at","RTEL1-TNFRSF6B /// TNFRSF6B","8771 /// 100533107"
"5994","206468_s_at","METTL13","51603"
"5995","206469_x_at","AKR7A3","22977"
"5996","206470_at","PLXNC1","10154"
"5997","206471_s_at","PLXNC1","10154"
"5998","206472_s_at","TLE3","7090"
"5999","206473_at","MBTPS2","51360"
"6000","206474_at","CDK17","5128"
"6001","206475_x_at","CSH1 /// CSHL1 /// GH1","1442 /// 1444 /// 2688"
"6002","206476_s_at","NOVA2","4858"
"6003","206477_s_at","NOVA2","4858"
"6004","206478_at","KIAA0125","9834"
"6005","206479_at","TRPM1","4308"
"6006","206480_at","LTC4S","4056"
"6007","206481_s_at","LDB2","9079"
"6008","206482_at","PTK6","5753"
"6009","206483_at","LRRC6","23639"
"6010","206484_s_at","XPNPEP2","7512"
"6011","206485_at","CD5","921"
"6012","206486_at","LAG3","3902"
"6013","206487_at","SUN1","23353"
"6014","206488_s_at","CD36","948"
"6015","206489_s_at","DLGAP1","9229"
"6016","206490_at","DLGAP1","9229"
"6017","206491_s_at","NAPA","8775"
"6018","206492_at","FHIT","2272"
"6019","206493_at","ITGA2B","3674"
"6020","206494_s_at","ITGA2B","3674"
"6021","206495_s_at","HINFP","25988"
"6022","206496_at","FMO3","2328"
"6023","206497_at","COA1","55744"
"6024","206498_at","OCA2","4948"
"6025","206499_s_at","RCC1","1104"
"6026","206500_s_at","MIS18BP1","55320"
"6027","206501_x_at","ETV1","2115"
"6028","206502_s_at","INSM1","3642"
"6029","206503_x_at","PML","5371"
"6030","206504_at","CYP24A1","1591"
"6031","206505_at","UGT2B4","7363"
"6032","206506_s_at","SUPT3H","8464"
"6033","206507_at","ZSCAN12","9753"
"6034","206508_at","CD70","970"
"6035","206509_at","PIP","5304"
"6036","206510_at","SIX2","10736"
"6037","206511_s_at","SIX2","10736"
"6038","206512_at","SRP19 /// ZRSR1","6728 /// 7310"
"6039","206513_at","AIM2","9447"
"6040","206514_s_at","CYP4F2 /// CYP4F3","4051 /// 8529"
"6041","206515_at","CYP4F3","4051"
"6042","206516_at","AMH /// MIR4321","268 /// 100423031"
"6043","206517_at","CDH16","1014"
"6044","206518_s_at","RGS9","8787"
"6045","206519_x_at","SIGLEC6","946"
"6046","206520_x_at","SIGLEC6","946"
"6047","206521_s_at","GTF2A1","2957"
"6048","206522_at","MGAM","8972"
"6049","206523_at","CYTH3","9265"
"6050","206524_at","T","6862"
"6051","206525_at","GABRR1","2569"
"6052","206526_at","RIBC2","26150"
"6053","206527_at","ABAT","18"
"6054","206528_at","TRPC6","7225"
"6055","206529_x_at","SLC26A4","5172"
"6056","206530_at","RAB30","27314"
"6057","206531_at","DPF1","8193"
"6058","206532_at",NA,NA
"6059","206533_at","CHRNA5","1138"
"6060","206534_at","GRIN2A","2903"
"6061","206535_at","SLC2A2","6514"
"6062","206536_s_at","XIAP","331"
"6063","206537_at","XIAP","331"
"6064","206538_at","MRAS","22808"
"6065","206539_s_at","CYP4F12","66002"
"6066","206540_at","GLB1L","79411"
"6067","206541_at","KLKB1","3818"
"6068","206542_s_at","SMARCA2","6595"
"6069","206543_at","SMARCA2","6595"
"6070","206544_x_at","SMARCA2","6595"
"6071","206545_at","CD28","940"
"6072","206546_at","SYCP2","10388"
"6073","206547_s_at","PPEF1","5475"
"6074","206548_at",NA,NA
"6075","206549_at","INSL4","3641"
"6076","206550_s_at","NUP155","9631"
"6077","206551_x_at","KLHL24","54800"
"6078","206552_s_at","TAC1","6863"
"6079","206553_at","OAS2","4939"
"6080","206554_x_at","SETMAR","6419"
"6081","206555_s_at","THUMPD1","55623"
"6082","206556_at","CLUL1","27098"
"6083","206557_at","ZNF702P","79986"
"6084","206558_at","SIM2","6493"
"6085","206559_x_at",NA,NA
"6086","206560_s_at","MIA","8190"
"6087","206561_s_at","AKR1B10","57016"
"6088","206562_s_at","CSNK1A1","1452"
"6089","206563_s_at","OPRL1","4987"
"6090","206564_at","OPRL1","4987"
"6091","206565_x_at","SMA4","11039"
"6092","206566_at","SLC7A1","6541"
"6093","206567_s_at","PHF20","51230"
"6094","206568_at","TNP1","7141"
"6095","206569_at","IL24","11009"
"6096","206570_s_at","PSG11","5680"
"6097","206571_s_at","MAP4K4","9448"
"6098","206572_x_at","ZNF85","7639"
"6099","206573_at","KCNQ3","3786"
"6100","206574_s_at","PTP4A3","11156"
"6101","206575_at","CDKL5","6792"
"6102","206576_s_at","CEACAM1","634"
"6103","206577_at","VIP","7432"
"6104","206578_at","NKX2-5","1482"
"6105","206579_at","ZKSCAN8","7745"
"6106","206580_s_at","EFEMP2","30008"
"6107","206581_at","BNC1","646"
"6108","206582_s_at","GPR56","9289"
"6109","206583_at","KRBOX4","55634"
"6110","206584_at","LY96","23643"
"6111","206585_at","MKRN3","7681"
"6112","206586_at","CNR2","1269"
"6113","206587_at","CCT6B","10693"
"6114","206588_at","DAZL","1618"
"6115","206589_at","GFI1","2672"
"6116","206590_x_at","DRD2","1813"
"6117","206591_at","RAG1","5896"
"6118","206592_s_at","AP3D1","8943"
"6119","206593_s_at","MED22","6837"
"6120","206594_at","PASK","23178"
"6121","206595_at","CST6","1474"
"6122","206596_s_at","NRL","4901"
"6123","206597_at","NRL","4901"
"6124","206598_at","INS","3630"
"6125","206599_at","SLC16A5","9121"
"6126","206600_s_at","SLC16A5","9121"
"6127","206601_s_at","HOXD3 /// HOXD4 /// LOC401021","3232 /// 3233 /// 401021"
"6128","206602_s_at","HOXD3 /// HOXD4 /// LOC401021","3232 /// 3233 /// 401021"
"6129","206603_at","SLC2A4","6517"
"6130","206604_at","OVOL1","5017"
"6131","206605_at","ENDOU","8909"
"6132","206606_at","LIPC","3990"
"6133","206607_at","CBL","867"
"6134","206608_s_at","RPGRIP1","57096"
"6135","206609_at","MAGEC1","9947"
"6136","206610_s_at","F11","2160"
"6137","206611_at","C2orf27A","29798"
"6138","206612_at","CACNG1","786"
"6139","206613_s_at","TAF1A","9015"
"6140","206614_at","GDF5","8200"
"6141","206615_s_at","ADAM22","53616"
"6142","206616_s_at","ADAM22","53616"
"6143","206617_s_at","RENBP","5973"
"6144","206618_at","IL18R1","8809"
"6145","206619_at","DKK4","27121"
"6146","206620_at","GRAP","10750"
"6147","206621_s_at","EIF4H","7458"
"6148","206622_at","TRH","7200"
"6149","206623_at","PDE6A","5145"
"6150","206624_at","USP9Y","8287"
"6151","206625_at","PRPH2","5961"
"6152","206626_x_at","SSX1","6756"
"6153","206627_s_at","SSX1","6756"
"6154","206628_at","SLC5A1","6523"
"6155","206629_at","ADAMTSL2","9719"
"6156","206630_at","TYR","7299"
"6157","206631_at","PTGER2","5732"
"6158","206632_s_at","APOBEC3B","9582"
"6159","206633_at","CHRNA1","1134"
"6160","206634_at","SIX3","6496"
"6161","206635_at","CHRNB2","1141"
"6162","206636_at","RASA2","5922"
"6163","206637_at","P2RY14","9934"
"6164","206638_at","HTR2B","3357"
"6165","206639_x_at","HTN1","3346"
"6166","206640_x_at","GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE2A /// GAGE2C /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7","2574 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645073 /// 729422 /// 729428 /// 729431 /// 729442 /// 729447 /// 100008586 /// 100132399"
"6167","206641_at","TNFRSF17","608"
"6168","206642_at","DSG1","1828"
"6169","206643_at","HAL","3034"
"6170","206644_at","NR0B1","190"
"6171","206645_s_at","NR0B1","190"
"6172","206646_at","GLI1","2735"
"6173","206647_at","HBZ","3050"
"6174","206648_at","ZNF571","51276"
"6175","206649_s_at","TFE3","7030"
"6176","206650_at","IQCC","55721"
"6177","206651_s_at","CPB2","1361"
"6178","206652_at","ZMYM5","9205"
"6179","206653_at","POLR3G","10622"
"6180","206654_s_at","POLR3G","10622"
"6181","206655_s_at","GP1BB /// SEPT5 /// SEPT5-GP1BB","2812 /// 5413 /// 100526833"
"6182","206656_s_at","APMAP","57136"
"6183","206657_s_at","MYOD1","4654"
"6184","206658_at","UPK3B","80761"
"6185","206659_at","AC009237.8 /// AK055967",NA
"6186","206660_at","IGLL1","3543"
"6187","206661_at","DBF4B","80174"
"6188","206662_at","GLRX","2745"
"6189","206663_at","SP4","6671"
"6190","206664_at","SI","6476"
"6191","206665_s_at","BCL2L1","598"
"6192","206666_at","GZMK","3003"
"6193","206667_s_at","SCAMP1","9522"
"6194","206668_s_at","SCAMP1","9522"
"6195","206669_at","GAD1","2571"
"6196","206670_s_at","GAD1","2571"
"6197","206671_at","SAG","6295"
"6198","206672_at","AQP2","359"
"6199","206673_at","GPR176","11245"
"6200","206674_at","FLT3","2322"
"6201","206675_s_at","SKIL","6498"
"6202","206676_at","CEACAM8","1088"
"6203","206677_at","KRT31","3881"
"6204","206678_at","GABRA1","2554"
"6205","206679_at","APBA1","320"
"6206","206680_at","CD5L","922"
"6207","206681_x_at","GP2","2813"
"6208","206682_at","CLEC10A","10462"
"6209","206683_at","ZNF165","7718"
"6210","206684_s_at","ATF7","11016"
"6211","206685_at","HCG4","54435"
"6212","206686_at","PDK1","5163"
"6213","206687_s_at","PTPN6","5777"
"6214","206688_s_at","CPSF4","10898"
"6215","206689_x_at","KAT5","10524"
"6216","206690_at","ASIC2","40"
"6217","206691_s_at","PDIA2","64714"
"6218","206692_at","KCNJ10","3766"
"6219","206693_at","IL7","3574"
"6220","206694_at","PNLIPRP1","5407"
"6221","206695_x_at","ZNF43","7594"
"6222","206696_at","GPR143","4935"
"6223","206697_s_at","HP","3240"
"6224","206698_at","XK","7504"
"6225","206699_x_at","NPAS1","4861"
"6226","206700_s_at","KDM5D","8284"
"6227","206701_x_at","EDNRB","1910"
"6228","206702_at","TEK","7010"
"6229","206703_at","CHRNB1","1140"
"6230","206704_at","CLCN5","1184"
"6231","206705_at","TULP1","7287"
"6232","206706_at","NTF3","4908"
"6233","206707_x_at","FAM65B","9750"
"6234","206708_at","FOXN2","3344"
"6235","206709_x_at","GPT","2875"
"6236","206710_s_at","EPB41L3","23136"
"6237","206711_at","TMEM257","9142"
"6238","206712_at","GRTP1","79774"
"6239","206713_at","NTNG1","22854"
"6240","206714_at","ALOX15B","247"
"6241","206715_at","TFEC","22797"
"6242","206716_at","UMOD","7369"
"6243","206717_at","MYH8","4626"
"6244","206718_at","LMO1","4004"
"6245","206719_at","SYNGR4","23546"
"6246","206720_at","MGAT5","4249"
"6247","206721_at","CCDC181","57821"
"6248","206722_s_at","LPAR2","9170"
"6249","206723_s_at","LPAR2","9170"
"6250","206724_at","CBX4","8535"
"6251","206725_x_at","BMP1","649"
"6252","206726_at","HPGDS","27306"
"6253","206727_at","C9","735"
"6254","206728_at","ECE2","9718"
"6255","206729_at","TNFRSF8","943"
"6256","206730_at","GRIA3","2892"
"6257","206731_at","CNKSR2","22866"
"6258","206732_at","SLITRK3","22865"
"6259","206733_at","TULP2","7288"
"6260","206734_at","JRKL","8690"
"6261","206735_at","CHRNA4","1137"
"6262","206736_x_at","CHRNA4","1137"
"6263","206737_at","WNT11","7481"
"6264","206738_at","APOC2 /// APOC4 /// APOC4-APOC2","344 /// 346 /// 100533990"
"6265","206739_at","HOXC5","3222"
"6266","206740_x_at","SYCP1","6847"
"6267","206741_at","SSUH2","51066"
"6268","206742_at","FIGF /// PIR-FIGF","2277 /// 100532742"
"6269","206743_s_at","ASGR1","432"
"6270","206744_s_at","ZMYM5","9205"
"6271","206745_at","HOXC11","3227"
"6272","206746_at","BFSP1","631"
"6273","206747_at","GPRIN2","9721"
"6274","206748_s_at","SPAG9","9043"
"6275","206749_at","CD1B","910"
"6276","206750_at","MAFK","7975"
"6277","206751_s_at","PCYT1B","9468"
"6278","206752_s_at","DFFB","1677"
"6279","206753_at","RDH16","8608"
"6280","206754_s_at","CYP2B6 /// CYP2B7P","1555 /// 1556"
"6281","206755_at","CYP2B6","1555"
"6282","206756_at","CHST7","56548"
"6283","206757_at","PDE5A","8654"
"6284","206758_at","EDN2","1907"
"6285","206759_at","FCER2","2208"
"6286","206760_s_at","FCER2","2208"
"6287","206761_at","CD96","10225"
"6288","206762_at","KCNA5","3741"
"6289","206763_at","FKBP6","8468"
"6290","206764_x_at","MPPE1","65258"
"6291","206765_at","KCNJ2","3759"
"6292","206766_at","ITGA10","8515"
"6293","206767_at","RBMS3","27303"
"6294","206768_at","RPL3L","6123"
"6295","206769_at","TMSB4Y","9087"
"6296","206770_s_at","SLC35A3","23443"
"6297","206771_at","UPK3A","7380"
"6298","206772_at","PTH2R","5746"
"6299","206773_at","LY6H","4062"
"6300","206774_at","FRMPD1","22844"
"6301","206775_at","CUBN","8029"
"6302","206776_x_at","ACRV1","56"
"6303","206777_s_at","CRYBB2 /// CRYBB2P1","1415 /// 1416"
"6304","206778_at","CRYBB2","1415"
"6305","206779_s_at","ASMT","438"
"6306","206780_at","GAD2","2572"
"6307","206781_at","DNAJC4","3338"
"6308","206782_s_at","DNAJC4","3338"
"6309","206783_at","FGF4","2249"
"6310","206784_at","AQP8","343"
"6311","206785_s_at","KLRC1 /// KLRC2","3821 /// 3822"
"6312","206786_at","HTN3","3347"
"6313","206787_at","BRDT","676"
"6314","206788_s_at","CBFB","865"
"6315","206789_s_at","POU2F1","5451"
"6316","206790_s_at","NDUFB1","4707"
"6317","206791_s_at","LOC729966 /// PDE4C","5143 /// 729966"
"6318","206792_x_at","LOC729966 /// PDE4C","5143 /// 729966"
"6319","206793_at","PNMT","5409"
"6320","206794_at","ERBB4","2066"
"6321","206795_at","F2RL2","2151"
"6322","206796_at","WISP1","8840"
"6323","206797_at","NAT2","10"
"6324","206798_x_at","DLEC1","9940"
"6325","206799_at","SCGB1D2","10647"
"6326","206800_at","MTHFR","4524"
"6327","206801_at","NPPB","4879"
"6328","206802_at","PAX5","5079"
"6329","206803_at","PDYN","5173"
"6330","206804_at","CD3G","917"
"6331","206805_at","SEMA3A","10371"
"6332","206806_at","DGKI","9162"
"6333","206807_s_at","ADD2","119"
"6334","206808_at","HNRNPA3P1","10151"
"6335","206809_s_at","HNRNPA3 /// HNRNPA3P1","10151 /// 220988"
"6336","206810_at","LOC101060181 /// ZNF44","51710 /// 101060181"
"6337","206811_at","ADCY8","114"
"6338","206812_at","ADRB3","155"
"6339","206813_at","CTF1","1489"
"6340","206814_at","NGF","4803"
"6341","206815_at","SPAG8","26206"
"6342","206816_s_at","SPAG8","26206"
"6343","206817_x_at","CELF3","11189"
"6344","206818_s_at","CNNM2","54805"
"6345","206819_at","POM121L9P","29774"
"6346","206820_at","AGFG2","3268"
"6347","206821_x_at","AGFG2","3268"
"6348","206822_s_at","L3MBTL1","26013"
"6349","206823_at","L3MBTL1","26013"
"6350","206824_at","CES1P1","51716"
"6351","206825_at","OXTR","5021"
"6352","206826_at","PMP2","5375"
"6353","206827_s_at","TRPV6","55503"
"6354","206828_at","TXK","7294"
"6355","206829_x_at","ZNF430","80264"
"6356","206830_at","SLC4A10","57282"
"6357","206831_s_at","ARSD","414"
"6358","206832_s_at","SEMA3F","6405"
"6359","206833_s_at","ACYP2 /// LOC101927144","98 /// 101927144"
"6360","206834_at","HBD","3045"
"6361","206835_at","STATH","6779"
"6362","206836_at","SLC6A3","6531"
"6363","206837_at","ALX1","8092"
"6364","206838_at","TBX19","9095"
"6365","206839_at","C22orf31","25770"
"6366","206840_at","AFM","173"
"6367","206841_at","PDE6H","5149"
"6368","206842_at","KCND1","3750"
"6369","206843_at","CRYBA4","1413"
"6370","206844_at","FBP2","8789"
"6371","206845_s_at","RNF40","9810"
"6372","206846_s_at","HDAC6","10013"
"6373","206847_s_at","HOXA7","3204"
"6374","206848_at","COX20","116228"
"6375","206849_at","GABRG2","2566"
"6376","206850_at","RASL10A","10633"
"6377","206851_at","RNASE3","6037"
"6378","206852_at","EPHA7","2045"
"6379","206853_s_at","MAP3K7","6885"
"6380","206854_s_at","MAP3K7","6885"
"6381","206855_s_at","HYAL2","8692"
"6382","206856_at","LILRB5","10990"
"6383","206857_s_at","FKBP1B","2281"
"6384","206858_s_at","HOXC6","3223"
"6385","206859_s_at","PAEP","5047"
"6386","206860_s_at","MIOS","54468"
"6387","206861_s_at","CGGBP1","8545"
"6388","206862_at","ZNF254","9534"
"6389","206863_x_at",NA,NA
"6390","206864_s_at","HRK","8739"
"6391","206865_at","HRK","8739"
"6392","206866_at","CDH4","1002"
"6393","206867_at","GCKR","2646"
"6394","206868_at","STARD8","9754"
"6395","206869_at","CHAD","1101"
"6396","206870_at","PPARA","5465"
"6397","206871_at","ELANE","1991"
"6398","206872_at","SLC17A1","6568"
"6399","206873_at","CA6","765"
"6400","206874_s_at","SLK","9748"
"6401","206875_s_at","SLK","9748"
"6402","206876_at","SIM1","6492"
"6403","206877_at","MXD1","4084"
"6404","206878_at","DAO","1610"
"6405","206879_s_at","NRG2","9542"
"6406","206880_at","P2RX6","9127"
"6407","206881_s_at","LILRA3","11026"
"6408","206882_at","SLC1A6","6511"
"6409","206883_x_at","GP9","2815"
"6410","206884_s_at","SCEL","8796"
"6411","206885_x_at","GH1","2688"
"6412","206886_x_at","GH1","2688"
"6413","206887_at","ACKR2","1238"
"6414","206888_s_at","ARHGDIG","398"
"6415","206889_at","PDIA2","64714"
"6416","206890_at","IL12RB1","3594"
"6417","206891_at","ACTN3","89"
"6418","206892_at","AMHR2","269"
"6419","206893_at","SALL1","6299"
"6420","206894_at","APOA4","337"
"6421","206895_at","PPP1R3A","5506"
"6422","206896_s_at","GNG7","2788"
"6423","206897_at","PAGE1","8712"
"6424","206898_at","CDH19","28513"
"6425","206899_at","NTSR2","23620"
"6426","206900_x_at","ZNF253","56242"
"6427","206901_at","C19orf57","79173"
"6428","206902_s_at","EXOG","9941"
"6429","206903_at","EXOG","9941"
"6430","206904_at","MATN1","4146"
"6431","206905_s_at","MATN1","4146"
"6432","206906_at","ICAM5","7087"
"6433","206907_at","TNFSF9","8744"
"6434","206908_s_at","CLDN11","5010"
"6435","206909_at",NA,NA
"6436","206910_x_at","CFHR2","3080"
"6437","206911_at","TRIM25","7706"
"6438","206912_at","FOXE1","2304"
"6439","206913_at","BAAT","570"
"6440","206914_at","CRTAM","56253"
"6441","206915_at","NKX2-2","4821"
"6442","206916_x_at","TAT","6898"
"6443","206917_at","GNA13","10672"
"6444","206918_s_at","CPNE1","8904"
"6445","206919_at","ELK4","2005"
"6446","206920_s_at","GLE1","2733"
"6447","206921_at","GLE1","2733"
"6448","206922_at","VCY /// VCY1B","9084 /// 353513"
"6449","206923_at","PRKCA","5578"
"6450","206924_at","IL11","3589"
"6451","206925_at","ST8SIA4","7903"
"6452","206926_s_at","IL11","3589"
"6453","206927_s_at","GUCY1A2","2977"
"6454","206928_at","ZNF124","7678"
"6455","206929_s_at","NFIC","4782"
"6456","206930_at","GLYAT","10249"
"6457","206931_at","ZNF141","7700"
"6458","206932_at","CH25H","9023"
"6459","206933_s_at","H6PD","9563"
"6460","206934_at","SIRPB1","10326"
"6461","206935_at","PCDH8","5100"
"6462","206936_x_at",NA,NA
"6463","206937_at","SPTA1","6708"
"6464","206938_at","SRD5A2","6716"
"6465","206939_at","DCC","1630"
"6466","206940_s_at","POU4F1","5457"
"6467","206941_x_at","SEMA3E","9723"
"6468","206942_s_at","PMCH","5367"
"6469","206943_at","TGFBR1","7046"
