"","ID","Gene Symbol","ENTREZ_GENE_ID"
"8818","209325_s_at","RGS16","6004"
"8819","209326_at","SLC35A2","7355"
"8820","209327_s_at","NOP16","51491"
"8821","209328_x_at","HIGD2A","192286"
"8822","209329_x_at","HIGD2A","192286"
"8823","209330_s_at","HNRNPD","3184"
"8824","209331_s_at","MAX","4149"
"8825","209332_s_at","MAX","4149"
"8826","209333_at","ULK1","8408"
"8827","209334_s_at","PSMD9","5715"
"8828","209335_at","DCN","1634"
"8829","209336_at","PWP2","5822"
"8830","209337_at","PSIP1","11168"
"8831","209338_at","TFCP2","7024"
"8832","209339_at","SIAH2","6478"
"8833","209340_at","UAP1","6675"
"8834","209341_s_at","IKBKB","3551"
"8835","209342_s_at","IKBKB","3551"
"8836","209343_at","EFHD1","80303"
"8837","209344_at","TPM4","7171"
"8838","209345_s_at","PI4K2A","55361"
"8839","209346_s_at","PI4K2A","55361"
"8840","209347_s_at","MAF","4094"
"8841","209348_s_at","MAF","4094"
"8842","209349_at","RAD50","10111"
"8843","209350_s_at","GPS2","2874"
"8844","209351_at","KRT14","3861"
"8845","209352_s_at","SIN3B","23309"
"8846","209353_s_at",NA,NA
"8847","209354_at","TNFRSF14","8764"
"8848","209355_s_at","PPAP2B","8613"
"8849","209356_x_at","EFEMP2","30008"
"8850","209357_at","CITED2","10370"
"8851","209358_at","TAF11","6882"
"8852","209359_x_at","LOC100506403 /// LOC101928269 /// RUNX1","861 /// 100506403 /// 101928269"
"8853","209360_s_at","LOC100506403 /// LOC101928269 /// RUNX1","861 /// 100506403 /// 101928269"
"8854","209361_s_at","PCBP4","57060"
"8855","209362_at","LOC101928625 /// MED21","9412 /// 101928625"
"8856","209363_s_at","LOC101928625 /// MED21","9412 /// 101928625"
"8857","209364_at","BAD","572"
"8858","209365_s_at","ECM1","1893"
"8859","209366_x_at","CYB5A","1528"
"8860","209367_at","STXBP2","6813"
"8861","209368_at","EPHX2","2053"
"8862","209369_at","ANXA3","306"
"8863","209370_s_at","SH3BP2","6452"
"8864","209371_s_at","SH3BP2","6452"
"8865","209372_x_at","TUBB2A /// TUBB2B","7280 /// 347733"
"8866","209373_at","MALL","7851"
"8867","209374_s_at","IGHM","3507"
"8868","209375_at","XPC","7508"
"8869","209376_x_at","SCAF11","9169"
"8870","209377_s_at","HMGN3","9324"
"8871","209378_s_at","CCSER2","54462"
"8872","209379_s_at","CCSER2","54462"
"8873","209380_s_at","ABCC5","10057"
"8874","209381_x_at","SF3A2","8175"
"8875","209382_at","POLR3C","10623"
"8876","209383_at","DDIT3","1649"
"8877","209384_at","PROSC","11212"
"8878","209385_s_at","PROSC","11212"
"8879","209386_at","TM4SF1","4071"
"8880","209387_s_at","TM4SF1","4071"
"8881","209388_at","PAPOLA","10914"
"8882","209389_x_at","DBI","1622"
"8883","209390_at","TSC1","7248"
"8884","209391_at","DPM2","8818"
"8885","209392_at","ENPP2","5168"
"8886","209393_s_at","EIF4E2","9470"
"8887","209394_at","ASMTL","8623"
"8888","209395_at","CHI3L1","1116"
"8889","209396_s_at","CHI3L1","1116"
"8890","209397_at","ME2","4200"
"8891","209398_at","HIST1H1C","3006"
"8892","209399_at","HLCS","3141"
"8893","209400_at","SLC12A4","6560"
"8894","209401_s_at","SLC12A4","6560"
"8895","209402_s_at","SLC12A4","6560"
"8896","209403_at","LOC101060321 /// LOC101060351 /// LOC101060376 /// LOC101060389 /// LOC102723859 /// LOC102724862 /// TBC1D3 /// TBC1D3C /// TBC1D3F /// TBC1D3H","84218 /// 414060 /// 729873 /// 729877 /// 101060321 /// 101060351 /// 101060376 /// 101060389 /// 102723859 /// 102724862"
"8897","209404_s_at","TMED7 /// TMED7-TICAM2","51014 /// 100302736"
"8898","209405_s_at","FAM3A","60343"
"8899","209406_at","BAG2","9532"
"8900","209407_s_at","DEAF1","10522"
"8901","209408_at","KIF2C","11004"
"8902","209409_at","GRB10","2887"
"8903","209410_s_at","GRB10","2887"
"8904","209411_s_at","GGA3","23163"
"8905","209412_at","LOC102724200 /// TRAPPC10","7109 /// 102724200"
"8906","209413_at","B4GALT2","8704"
"8907","209414_at","FZR1","51343"
"8908","209415_at","FZR1","51343"
"8909","209416_s_at","FZR1","51343"
"8910","209417_s_at","IFI35","3430"
"8911","209418_s_at","THOC5","8563"
"8912","209419_at","THOC5","8563"
"8913","209420_s_at","SMPD1","6609"
"8914","209421_at","MSH2","4436"
"8915","209422_at","PHF20","51230"
"8916","209423_s_at","PHF20","51230"
"8917","209424_s_at","AMACR /// C1QTNF3-AMACR","23600 /// 100534612"
"8918","209425_at","AMACR /// C1QTNF3-AMACR","23600 /// 100534612"
"8919","209426_s_at","AMACR /// C1QTNF3-AMACR","23600 /// 100534612"
"8920","209427_at","SMTN","6525"
"8921","209428_s_at","ZFPL1","7542"
"8922","209429_x_at","EIF2B4","8890"
"8923","209430_at","BTAF1","9044"
"8924","209431_s_at","PATZ1","23598"
"8925","209432_s_at","CREB3","10488"
"8926","209433_s_at","PPAT","5471"
"8927","209434_s_at","PPAT","5471"
"8928","209435_s_at","ARHGEF2","9181"
"8929","209436_at","SPON1","10418"
"8930","209437_s_at","SPON1","10418"
"8931","209438_at","PHKA2","5256"
"8932","209439_s_at","PHKA2","5256"
"8933","209440_at","PRPS1","5631"
"8934","209441_at","RHOBTB2","23221"
"8935","209442_x_at","ANK3","288"
"8936","209443_at","SERPINA5","5104"
"8937","209444_at","RAP1GDS1","5910"
"8938","209445_x_at","COA1","55744"
"8939","209446_s_at",NA,NA
"8940","209447_at","SYNE1","23345"
"8941","209448_at","HTATIP2","10553"
"8942","209449_at","LSM2","57819"
"8943","209450_at","OSGEP","55644"
"8944","209451_at","TANK","10010"
"8945","209452_s_at","VTI1B","10490"
"8946","209453_at","SLC9A1","6548"
"8947","209454_s_at","TEAD3","7005"
"8948","209455_at","FBXW11","23291"
"8949","209456_s_at","FBXW11","23291"
"8950","209457_at","DUSP5","1847"
"8951","209458_x_at","HBA1 /// HBA2","3039 /// 3040"
"8952","209459_s_at","ABAT","18"
"8953","209460_at","ABAT","18"
"8954","209461_x_at","WDR18","57418"
"8955","209462_at","APLP1","333"
"8956","209463_s_at","TAF12","6883"
"8957","209464_at","AURKB","9212"
"8958","209465_x_at","PTN","5764"
"8959","209466_x_at","PTN","5764"
"8960","209467_s_at","MKNK1","8569"
"8961","209468_at","LRP5","4041"
"8962","209469_at","GPM6A","2823"
"8963","209470_s_at","GPM6A","2823"
"8964","209471_s_at","FNTA","2339"
"8965","209472_at","CCBL2","56267"
"8966","209473_at","ENTPD1","953"
"8967","209474_s_at","ENTPD1","953"
"8968","209475_at","MIR6125 /// USP15","9958 /// 102465133"
"8969","209476_at","TMX1","81542"
"8970","209477_at","EMD","2010"
"8971","209478_at","STRA13","201254"
"8972","209479_at","CCDC28A","25901"
"8973","209480_at","HLA-DQB1","3119"
"8974","209481_at","SNRK","54861"
"8975","209482_at","POP7","10248"
"8976","209483_s_at","NSL1","25936"
"8977","209484_s_at","NSL1","25936"
"8978","209485_s_at","OSBPL1A","114876"
"8979","209486_at","UTP3","57050"
"8980","209487_at","RBPMS","11030"
"8981","209488_s_at","RBPMS","11030"
"8982","209489_at","CELF1","10658"
"8983","209490_s_at","EGFL8 /// PPT2","9374 /// 80864"
"8984","209491_s_at","AMPD3 /// CAND1.11","272 /// 100130460"
"8985","209492_x_at","ATP5I","521"
"8986","209493_at","PDZD2","23037"
"8987","209494_s_at","PATZ1","23598"
"8988","209495_at","CEP250","11190"
"8989","209496_at","RARRES2","5919"
"8990","209497_s_at","RBM4B","83759"
"8991","209498_at","CEACAM1","634"
"8992","209499_x_at","TNFSF12-TNFSF13 /// TNFSF13","8741 /// 407977"
"8993","209500_x_at","TNFSF12-TNFSF13 /// TNFSF13","8741 /// 407977"
"8994","209501_at","CDR2 /// LOC101060399","1039 /// 101060399"
"8995","209502_s_at","BAIAP2","10458"
"8996","209503_s_at","PSMC5","5705"
"8997","209504_s_at","PLEKHB1","58473"
"8998","209505_at","NR2F1","7025"
"8999","209506_s_at","NR2F1 /// NR2F2","7025 /// 7026"
"9000","209507_at","RPA3","6119"
"9001","209508_x_at","CFLAR","8837"
"9002","209509_s_at","DPAGT1","1798"
"9003","209510_at","RNF139","11236"
"9004","209511_at","POLR2F","5435"
"9005","209512_at","HSDL2","84263"
"9006","209513_s_at","HSDL2","84263"
"9007","209514_s_at","RAB27A","5873"
"9008","209515_s_at","RAB27A","5873"
"9009","209516_at","SMYD5","10322"
"9010","209517_s_at","ASH2L","9070"
"9011","209518_at","SMARCD1","6602"
"9012","209519_at","NCBP1","4686"
"9013","209520_s_at","NCBP1","4686"
"9014","209521_s_at","AMOT","154796"
"9015","209522_s_at","CRAT","1384"
"9016","209523_at","TAF2","6873"
"9017","209524_at","HDGFRP3","50810"
"9018","209525_at","HDGFRP3","50810"
"9019","209526_s_at","HDGFRP3","50810"
"9020","209527_at","EXOSC2","23404"
"9021","209528_s_at","TELO2","9894"
"9022","209529_at","PPAP2C","8612"
"9023","209530_at","CACNB3","784"
"9024","209531_at","GSTZ1","2954"
"9025","209532_at","PLAA","9373"
"9026","209533_s_at","PLAA","9373"
"9027","209534_x_at","AKAP13","11214"
"9028","209535_s_at",NA,NA
"9029","209536_s_at","EHD4","30844"
"9030","209537_at","EXTL2","2135"
"9031","209538_at","ZNF32","7580"
"9032","209539_at","ARHGEF6","9459"
"9033","209540_at","IGF1","3479"
"9034","209541_at","IGF1","3479"
"9035","209542_x_at","IGF1","3479"
"9036","209543_s_at","CD34","947"
"9037","209544_at","RIPK2","8767"
"9038","209545_s_at","RIPK2","8767"
"9039","209546_s_at","APOL1","8542"
"9040","209547_s_at","SUGP1","57794"
"9041","209549_s_at","DGUOK","1716"
"9042","209550_at","NDN","4692"
"9043","209551_at","YIPF4","84272"
"9044","209552_at","PAX8","7849"
"9045","209553_at","VPS8","23355"
"9046","209554_at","CD36","948"
"9047","209555_s_at","CD36","948"
"9048","209556_at","NCDN","23154"
"9049","209557_s_at","NCDN","23154"
"9050","209558_s_at","HIP1R","9026"
"9051","209559_at","HIP1R","9026"
"9052","209560_s_at","DLK1","8788"
"9053","209561_at","THBS3","7059"
"9054","209563_x_at","CALM1 /// CALM2 /// CALM3","801 /// 805 /// 808"
"9055","209565_at","RNF113A","7737"
"9056","209566_at","INSIG2","51141"
"9057","209567_at","RRS1","23212"
"9058","209568_s_at","RGL1","23179"
"9059","209569_x_at","NSG1","27065"
"9060","209570_s_at","NSG1","27065"
"9061","209571_at","CIR1","9541"
"9062","209572_s_at","EED","8726"
"9063","209573_s_at","LDLRAD4","753"
"9064","209574_s_at","LDLRAD4","753"
"9065","209575_at","IL10RB","3588"
"9066","209576_at","GNAI1","2770"
"9067","209577_at","PCYT2","5833"
"9068","209578_s_at","POFUT2","23275"
"9069","209579_s_at","MBD4","8930"
"9070","209580_s_at","MBD4","8930"
"9071","209581_at","PLA2G16","11145"
"9072","209582_s_at","CD200","4345"
"9073","209583_s_at","CD200","4345"
"9074","209584_x_at","APOBEC3C","27350"
"9075","209585_s_at","MINPP1","9562"
"9076","209586_s_at","PRUNE","58497"
"9077","209587_at","PITX1","5307"
"9078","209588_at","EPHB2","2048"
"9079","209589_s_at","EPHB2","2048"
"9080","209590_at","BMP7","655"
"9081","209591_s_at","BMP7","655"
"9082","209592_s_at","DCAF7","10238"
"9083","209593_s_at","TOR1B","27348"
"9084","209594_x_at","PSG9","5678"
"9085","209595_at","GTF2F2","2963"
"9086","209596_at","MXRA5","25878"
"9087","209597_s_at","PNMA2","10687"
"9088","209598_at","PNMA2","10687"
"9089","209599_s_at","PRUNE","58497"
"9090","209600_s_at","ACOX1","51"
"9091","209601_at","ACOX1","51"
"9092","209602_s_at","GATA3","2625"
"9093","209603_at","GATA3","2625"
"9094","209604_s_at","GATA3","2625"
"9095","209605_at","TST","7263"
"9096","209606_at","CYTIP","9595"
"9097","209607_x_at","LOC101929857 /// SLX1A-SULT1A3 /// SLX1B-SULT1A4 /// SULT1A3 /// SULT1A4","6818 /// 445329 /// 100526830 /// 100526831 /// 101929857"
"9098","209608_s_at","ACAT2","39"
"9099","209609_s_at","MRPL9","65005"
"9100","209610_s_at","SLC1A4","6509"
"9101","209611_s_at","SLC1A4","6509"
"9102","209612_s_at","ADH1B","125"
"9103","209613_s_at","ADH1B","125"
"9104","209614_at","ADH1B","125"
"9105","209615_s_at","PAK1","5058"
"9106","209616_s_at","CES1 /// LOC100653057","1066 /// 100653057"
"9107","209617_s_at","CTNND2","1501"
"9108","209618_at","CTNND2","1501"
"9109","209619_at","CD74","972"
"9110","209620_s_at","ABCB7","22"
"9111","209621_s_at","PDLIM3","27295"
"9112","209622_at","STK16","8576"
"9113","209623_at","MCCC2","64087"
"9114","209624_s_at","MCCC2","64087"
"9115","209625_at","PIGH","5283"
"9116","209626_s_at","OSBPL3","26031"
"9117","209627_s_at","OSBPL3","26031"
"9118","209628_at","NXT2","55916"
"9119","209629_s_at","NXT2","55916"
"9120","209630_s_at","FBXW2","26190"
"9121","209631_s_at","GPR37 /// SEL1L2","2861 /// 80343"
"9122","209632_at","PPP2R3A","5523"
"9123","209633_at","PPP2R3A","5523"
"9124","209635_at","AP1S1","1174"
"9125","209636_at","NFKB2","4791"
"9126","209637_s_at","RGS12","6002"
"9127","209638_x_at","RGS12","6002"
"9128","209639_s_at","RGS12","6002"
"9129","209640_at","PML","5371"
"9130","209641_s_at","ABCC3","8714"
"9131","209642_at","BUB1","699"
"9132","209643_s_at","PLD2","5338"
"9133","209644_x_at","CDKN2A","1029"
"9134","209645_s_at","ALDH1B1","219"
"9135","209646_x_at","ALDH1B1","219"
"9136","209647_s_at","SOCS5","9655"
"9137","209648_x_at","SOCS5","9655"
"9138","209649_at","STAM2","10254"
"9139","209650_s_at","TBC1D22A","25771"
"9140","209651_at","TGFB1I1","7041"
"9141","209652_s_at","PGF","5228"
"9142","209653_at","KPNA4","3840"
"9143","209654_at","ICE1","23379"
"9144","209655_s_at","TMEM47","83604"
"9145","209656_s_at","TMEM47","83604"
"9146","209657_s_at","HSF2","3298"
"9147","209658_at","CDC16","8881"
"9148","209659_s_at","CDC16","8881"
"9149","209660_at","TTR","7276"
"9150","209661_at","KIFC3","3801"
"9151","209662_at","CETN3","1070"
"9152","209663_s_at","ITGA7","3679"
"9153","209664_x_at","NFATC1","4772"
"9154","209665_at","CYB561D2","11068"
"9155","209666_s_at","CHUK","1147"
"9156","209667_at","CES2","8824"
"9157","209668_x_at","CES2","8824"
"9158","209669_s_at","SERBP1","26135"
"9159","209670_at","TRAC","28755"
"9160","209671_x_at","TRAC","28755"
"9161","209672_s_at","MIOS","54468"
"9162","209674_at","CRY1","1407"
"9163","209675_s_at","HNRNPUL1","11100"
"9164","209676_at","TFPI","7035"
"9165","209677_at","PRKCI","5584"
"9166","209678_s_at","PRKCI","5584"
"9167","209679_s_at","SMAGP","57228"
"9168","209680_s_at","KIFC1","3833"
"9169","209681_at","SLC19A2","10560"
"9170","209682_at","CBLB","868"
"9171","209683_at","FAM49A","81553"
"9172","209684_at","RIN2","54453"
"9173","209685_s_at","PRKCB","5579"
"9174","209686_at","S100B","6285"
"9175","209687_at","CXCL12","6387"
"9176","209688_s_at","CCDC93","54520"
"9177","209689_at","CCDC93","54520"
"9178","209690_s_at","DOK4","55715"
"9179","209691_s_at","DOK4","55715"
"9180","209692_at","EYA2","2139"
"9181","209693_at","ASTN2","23245"
"9182","209694_at","PTS","5805"
"9183","209695_at","PTP4A3","11156"
"9184","209696_at","FBP1","2203"
"9185","209697_at","AK125860 /// RP11-582J16.4",NA
"9186","209698_at","CCHCR1","54535"
"9187","209699_x_at","AKR1C2 /// LOC101930400","1646 /// 101930400"
"9188","209700_x_at","PDE4DIP","9659"
"9189","209701_at","ERAP1","51752"
"9190","209702_at","FTO","79068"
"9191","209703_x_at","METTL7A","25840"
"9192","209704_at","MTF2","22823"
"9193","209705_at","MTF2","22823"
"9194","209706_at","NKX3-1","4824"
"9195","209707_at","PIGK","10026"
"9196","209708_at","MOXD1","26002"
"9197","209709_s_at","HMMR","3161"
"9198","209710_at","GATA2","2624"
"9199","209711_at","SLC35D1","23169"
"9200","209712_at","SLC35D1","23169"
"9201","209713_s_at","SLC35D1","23169"
"9202","209714_s_at","CDKN3","1033"
"9203","209715_at","CBX5","23468"
"9204","209716_at","CSF1","1435"
"9205","209717_at","EVI5","7813"
"9206","209718_at","NCAPH2","29781"
"9207","209719_x_at","SERPINB3","6317"
"9208","209720_s_at","SERPINB3","6317"
"9209","209721_s_at","IFFO1","25900"
"9210","209722_s_at","SERPINB9","5272"
"9211","209723_at","SERPINB9","5272"
"9212","209724_s_at","ZBTB14","7541"
"9213","209725_at","UTP20","27340"
"9214","209726_at","CA11","770"
"9215","209727_at","GM2A","2760"
"9216","209728_at","HLA-DRB4","3126"
"9217","209729_at","GAS2L1","10634"
"9218","209730_at","SEMA3F","6405"
"9219","209731_at","NTHL1","4913"
"9220","209732_at","CLEC2B","9976"
"9221","209733_at","MID2","11043"
"9222","209734_at","NCKAP1L","3071"
"9223","209735_at","ABCG2","9429"
"9224","209736_at","SOX13","9580"
"9225","209737_at","MAGI2","9863"
"9226","209738_x_at","PSG6","5675"
"9227","209739_s_at","PNPLA4","8228"
"9228","209740_s_at","PNPLA4","8228"
"9229","209741_x_at","SCAPER","49855"
"9230","209742_s_at","MYL2","4633"
"9231","209743_s_at","ITCH","83737"
"9232","209744_x_at","ITCH","83737"
"9233","209745_at","COQ7","10229"
"9234","209746_s_at","COQ7","10229"
"9235","209747_at","TGFB3","7043"
"9236","209748_at","SPAST","6683"
"9237","209749_s_at","ACE","1636"
"9238","209750_at","NR1D2","9975"
"9239","209751_s_at","TRAPPC2 /// TRAPPC2P1","6399 /// 10597"
"9240","209752_at","REG1A","5967"
"9241","209753_s_at","TMPO","7112"
"9242","209754_s_at","TMPO","7112"
"9243","209755_at","NMNAT2","23057"
"9244","209756_s_at","MYCN","4613"
"9245","209757_s_at","MYCN","4613"
"9246","209758_s_at","MFAP5","8076"
"9247","209759_s_at","ECI1","1632"
"9248","209760_at","KIAA0922","23240"
"9249","209761_s_at","SP110","3431"
"9250","209762_x_at","SP110","3431"
"9251","209763_at","CHRDL1","91851"
"9252","209764_at","MGAT3","4248"
"9253","209765_at","ADAM19","8728"
"9254","209766_at","PRDX3","10935"
"9255","209767_s_at","GP1BB /// SEPT5 /// SEPT5-GP1BB","2812 /// 5413 /// 100526833"
"9256","209768_s_at","SEPT5-GP1BB","100526833"
"9257","209769_s_at","SEPT5-GP1BB","100526833"
"9258","209770_at","BTN3A1","11119"
"9259","209771_x_at","CD24","100133941"
"9260","209772_s_at","CD24","100133941"
"9261","209773_s_at","RRM2","6241"
"9262","209774_x_at","CXCL2","2920"
"9263","209775_x_at","SLC19A1","6573"
"9264","209776_s_at","LOC101928717 /// SLC19A1","6573 /// 101928717"
"9265","209777_s_at","LOC101928717 /// SLC19A1","6573 /// 101928717"
"9266","209778_at","TRIP11","9321"
"9267","209779_at","LLPH","84298"
"9268","209780_at","PHTF2","57157"
"9269","209781_s_at","KHDRBS3","10656"
"9270","209782_s_at","DBP","1628"
"9271","209783_at","DBP","1628"
"9272","209784_s_at","JAG2","3714"
"9273","209785_s_at","PLA2G4C","8605"
"9274","209786_at","HMGN4","10473"
"9275","209787_s_at","HMGN4","10473"
"9276","209788_s_at","ERAP1","51752"
"9277","209789_at","CORO2B","10391"
"9278","209790_s_at","CASP6","839"
"9279","209791_at","PADI2","11240"
"9280","209792_s_at","KLK10","5655"
"9281","209793_at","GRIA1","2890"
"9282","209794_at","SRGAP3","9901"
"9283","209795_at","CD69","969"
"9284","209796_s_at","CNPY2","10330"
"9285","209797_at","CNPY2","10330"
"9286","209798_at","NPAT","4863"
"9287","209799_at","PRKAA1","5562"
"9288","209800_at","KRT16","3868"
"9289","209802_at","PHLDA2","7262"
"9290","209803_s_at","PHLDA2","7262"
"9291","209804_at","DCLRE1A","9937"
"9292","209805_at","PMS2 /// PMS2CL","5395 /// 441194"
"9293","209806_at","HIST1H2BK","85236"
"9294","209807_s_at","NFIX","4784"
"9295","209808_x_at","ING1","3621"
"9296","209810_at","SFTPB","6439"
"9297","209811_at","CASP2","835"
"9298","209812_x_at","CASP2","835"
"9299","209813_x_at","TARP /// TRGC2 /// TRGV9","6967 /// 6983 /// 445347"
"9300","209814_at","ZNF330","27309"
"9301","209815_at","PTCH1","5727"
"9302","209816_at","PTCH1","5727"
"9303","209817_at","PPP3CB","5532"
"9304","209818_s_at","HABP4","22927"
"9305","209819_at","HABP4","22927"
"9306","209820_s_at","TBL3","10607"
"9307","209821_at","IL33","90865"
"9308","209822_s_at","VLDLR","7436"
"9309","209823_x_at","HLA-DQB1 /// LOC101060835","3119 /// 101060835"
"9310","209824_s_at","ARNTL","406"
"9311","209825_s_at","MIR3658 /// UCK2","7371 /// 100500832"
"9312","209826_at","EGFL8 /// PPT2 /// PPT2-EGFL8","9374 /// 80864 /// 100532746"
"9313","209827_s_at","IL16","3603"
"9314","209828_s_at","IL16","3603"
"9315","209829_at","FAM65B","9750"
"9316","209830_s_at","SLC9A3R2","9351"
"9317","209831_x_at","DNASE2","1777"
"9318","209832_s_at","CDT1","81620"
"9319","209833_at","CRADD","8738"
"9320","209834_at","CHST3","9469"
"9321","209835_x_at","CD44","960"
"9322","209836_x_at","BOLA2 /// BOLA2B","552900 /// 654483"
"9323","209837_at","AP4M1","9179"
"9324","209838_at","COPS2","9318"
"9325","209839_at","DNM3","26052"
"9326","209840_s_at","LRRN3","54674"
"9327","209841_s_at","LRRN3","54674"
"9328","209842_at","SOX10","6663"
"9329","209843_s_at","SOX10","6663"
"9330","209844_at","HOXB13","10481"
"9331","209845_at","MKRN1","23608"
"9332","209846_s_at","BTN3A2","11118"
"9333","209847_at","CDH17","1015"
"9334","209848_s_at","PMEL","6490"
"9335","209849_s_at","RAD51C","5889"
"9336","209850_s_at","CDC42EP2","10435"
"9337","209851_at","ZC3H13","23091"
"9338","209852_x_at","PSME3","10197"
"9339","209853_s_at","PSME3","10197"
"9340","209854_s_at","KLK2","3817"
"9341","209855_s_at","KLK2","3817"
"9342","209856_x_at","ABI2","10152"
"9343","209857_s_at","SPHK2","56848"
"9344","209858_x_at","MPPE1","65258"
"9345","209859_at","TRIM9","114088"
"9346","209860_s_at","ANXA7","310"
"9347","209861_s_at","METAP2","10988"
"9348","209862_s_at","CEP57","9702"
"9349","209863_s_at","TP63","8626"
"9350","209864_at","FRAT2","23401"
"9351","209865_at","SLC35A3","23443"
"9352","209866_s_at","LPHN3","23284"
"9353","209867_s_at","LPHN3","23284"
"9354","209868_s_at","RBMS1","5937"
"9355","209869_at","ADRA2A","150"
"9356","209870_s_at","APBA2","321"
"9357","209871_s_at","APBA2","321"
"9358","209872_s_at","PKP3","11187"
"9359","209873_s_at","PKP3","11187"
"9360","209874_x_at","CNNM2","54805"
"9361","209875_s_at","SPP1","6696"
"9362","209876_at","GIT2","9815"
"9363","209877_at","SNCG","6623"
"9364","209878_s_at","RELA","5970"
"9365","209879_at","SELPLG","6404"
"9366","209880_s_at","SELPLG","6404"
"9367","209881_s_at","LAT","27040"
"9368","209882_at","RIT1","6016"
"9369","209883_at","COLGALT2","23127"
"9370","209884_s_at","SLC4A7","9497"
"9371","209885_at","RHOD","29984"
"9372","209886_s_at","SMAD6","4091"
"9373","209887_at","SMAD6","4091"
"9374","209888_s_at","MYL1","4632"
"9375","209889_at","SEC31B","25956"
"9376","209890_at","TSPAN5","10098"
"9377","209891_at","SPC25","57405"
"9378","209892_at","FUT4","2526"
"9379","209893_s_at","FUT4","2526"
"9380","209894_at","LEPR /// LEPROT","3953 /// 54741"
"9381","209895_at","PTPN11","5781"
"9382","209896_s_at","PTPN11","5781"
"9383","209897_s_at","SLIT2","9353"
"9384","209898_x_at","ITSN2","50618"
"9385","209899_s_at","PUF60","22827"
"9386","209900_s_at","SLC16A1","6566"
"9387","209901_x_at","AIF1","199"
"9388","209902_at","ATR","545"
"9389","209903_s_at","ATR","545"
"9390","209904_at","TNNC1","7134"
"9391","209905_at","HOXA10-HOXA9 /// HOXA9 /// MIR196B","3205 /// 442920 /// 100534589"
"9392","209906_at","C3AR1","719"
"9393","209907_s_at","ITSN2","50618"
"9394","209908_s_at","TGFB2","7042"
"9395","209909_s_at","TGFB2","7042"
"9396","209910_at","SLC25A16","8034"
"9397","209911_x_at","HIST1H2BD","3017"
"9398","209912_s_at","AP5Z1 /// MIR4656","9907 /// 100616465"
"9399","209913_x_at","AP5Z1 /// MIR4656","9907 /// 100616465"
"9400","209914_s_at","NRXN1","9378"
"9401","209915_s_at","NRXN1","9378"
"9402","209916_at","DHTKD1","55526"
"9403","209917_s_at","TP53TG1","11257"
"9404","209918_at","GGTLC2","91227"
"9405","209919_x_at","GGT1 /// GGT2 /// GGTLC1 /// GGTLC2","2678 /// 91227 /// 92086 /// 728441"
"9406","209920_at","BMPR2","659"
"9407","209921_at","SLC7A11","23657"
"9408","209922_at","BRAP","8315"
"9409","209923_s_at","BRAP","8315"
"9410","209924_at","CCL18","6362"
"9411","209925_at","OCLN","100506658"
"9412","209926_at","MEF2BNB","729991"
"9413","209927_s_at","CHTOP","26097"
"9414","209928_s_at","MSC","9242"
"9415","209929_s_at","IKBKG","8517"
"9416","209930_s_at","NFE2","4778"
"9417","209931_s_at","FKBP1B /// MFSD2B","2281 /// 388931"
"9418","209932_s_at","DUT","1854"
"9419","209933_s_at","CD300A","11314"
"9420","209934_s_at","ATP2C1","27032"
"9421","209935_at","ATP2C1","27032"
"9422","209936_at","RBM5","10181"
"9423","209937_at","TM4SF4","7104"
"9424","209938_at","TADA2A","6871"
"9425","209939_x_at","CFLAR","8837"
"9426","209940_at","PARP3","10039"
"9427","209941_at","RIPK1","8737"
"9428","209942_x_at","MAGEA3 /// MAGEA6","4102 /// 4105"
"9429","209943_at","FBXL4","26235"
"9430","209944_at","PTGR2 /// ZNF410","57862 /// 145482"
"9431","209945_s_at","GSK3B","2932"
"9432","209946_at","VEGFC","7424"
"9433","209947_at","UBAP2L","9898"
"9434","209948_at","KCNMB1","3779"
"9435","209949_at","NCF2","4688"
"9436","209950_s_at","VILL","50853"
"9437","209951_s_at","MAP2K7","5609"
"9438","209952_s_at","MAP2K7","5609"
"9439","209953_s_at","CDC37","11140"
"9440","209954_x_at","SS18","6760"
"9441","209955_s_at","FAP","2191"
"9442","209956_s_at","CAMK2B","816"
"9443","209957_s_at","NPPA","4878"
"9444","209958_s_at","BBS9","27241"
"9445","209959_at","NR4A3","8013"
"9446","209960_at","HGF","3082"
"9447","209961_s_at","HGF","3082"
"9448","209962_at","EPOR","2057"
"9449","209963_s_at","EPOR","2057"
"9450","209964_s_at","ATXN7","6314"
"9451","209965_s_at","RAD51D","5892"
"9452","209966_x_at","ESRRG","2104"
"9453","209967_s_at","CREM","1390"
"9454","209968_s_at","NCAM1","4684"
"9455","209969_s_at","STAT1","6772"
"9456","209970_x_at","CASP1","834"
"9457","209971_x_at","AIMP2","7965"
"9458","209972_s_at","AIMP2","7965"
"9459","209973_at","NFKBIL1","4795"
"9460","209974_s_at","BUB3","9184"
"9461","209975_at","CYP2E1","1571"
"9462","209976_s_at","CYP2E1","1571"
"9463","209977_at","PLG","5340"
"9464","209978_s_at","LPA /// PLG","4018 /// 5340"
"9465","209979_at","ADARB1","104"
"9466","209980_s_at","MIR6778 /// SHMT1","6470 /// 102466733"
"9467","209981_at","CSDC2","27254"
"9468","209982_s_at","NRXN2","9379"
"9469","209983_s_at","NRXN2","9379"
"9470","209984_at","KDM4C","23081"
"9471","209985_s_at","ASCL1","429"
