gene_ID,10-14 days,90 days,log2FC,log2ave,w,WAD
200610_s_at,10.352552453803584,10.374767245712707,0.02221479190912312,10.363659849758148,0.7541175507640341,0.01675256446524061
200611_s_at,8.384241964510291,8.53753735975996,0.1532953952496694,8.460889662135127,0.6184431902879568,0.09480449329465884
200612_s_at,7.742202805179378,7.665887857343044,-0.07631494783633386,7.704045331261211,0.5644774663980221,-0.043078068402950954
200613_at,9.40814316718114,9.416398794708174,0.00825562752703312,9.412270980944658,0.686280101354772,0.005665672895999536
200614_at,11.466202932102709,11.215632526980166,-0.25057040512254325,11.340917729541438,0.823799553731212,-0.20641978791820015
200615_s_at,7.691617289957769,7.771357210281788,0.07973992032401878,7.731487250119779,0.5664341739476729,0.04516741589938883
200616_s_at,9.130735970648727,8.952508326819746,-0.1782276438289827,9.041622148734238,0.6598515060370296,-0.11760377919798554
200617_at,9.249068786188888,9.271229070383692,0.02216028419480409,9.26014892828629,0.6754332516705676,0.01496779281164041
200618_at,10.272189783676628,10.124522925920724,-0.1476668577559046,10.198356354798676,0.7423308168174068,-0.10961765913480048
200619_at,8.220783153383037,8.263757003304422,0.04297384992138475,8.24227007834373,0.602854827378247,0.025906992876135095
200620_at,10.924745793262614,10.448990128574556,-0.47575566468805697,10.686867960918589,0.7771634519809085,-0.36973991466844197
200621_at,9.702064428943896,9.864794526710432,0.16273009776653602,9.783429477827166,0.7127450375973894,0.11598506965083656
200622_x_at,7.917221883448398,7.875051788336075,-0.04217009511232295,7.896136835892236,0.5781742818165244,-0.024381664455701845
200623_s_at,8.129835601728587,8.31525294446887,0.18541734274028343,8.222544273098729,0.6014483064915421,0.1115189467853053
200624_s_at,8.67101652821285,8.576319935126833,-0.09469659308601663,8.623668231669841,0.6300498879672082,-0.05966357786472108
200625_s_at,10.436619487174132,10.41711923268034,-0.01950025449379389,10.426869359927236,0.7586246162646295,-0.014793373082417006
200626_s_at,9.71770507937305,9.55553714125683,-0.16216793811622132,9.63662111031494,0.7022770727825526,-0.11388682487944204
200627_at,10.660118576910769,10.37000543397229,-0.2901131429384787,10.515062005441528,0.7649130692037585,-0.2219113345814204
200628_s_at,5.455987419850812,5.8018667330766105,0.34587931322579824,5.628927076463711,0.41651406863027046,0.14406360000672094
200629_at,9.131578127522744,9.467611776847493,0.33603364932474733,9.2995949521851191,0.6782458950999264,0.22791344326995802
200630_x_at,10.576257001582013,10.644746272990377,0.0684892714083638,10.610501637286191,0.7717182583426385,0.05285442124641879
200631_s_at,11.11852674544974,10.891195955948923,-0.2273307895008152,11.004861350699333,0.799837524801031,-0.18182769598539622
200632_s_at,9.31524930898691,9.548704716510608,0.23345540752369764,9.43197701274876,0.6876852123239966,0.16054383149111917
200633_at,12.872900001199152,12.739291273889233,-0.13360872730992135,12.806095637544193,0.9282720102291139,-0.12402524188413419
200634_at,9.0719841902813,9.06737834432815,-0.00460584595314905,9.069681267304723,0.6618522221468025,-0.003048389378957556
200635_s_at,7.605196859311381,7.557170289427035,-0.04802656988434517,7.581183574369208,0.5557169810794492,-0.02668918042772949
200636_s_at,10.46761344794096,9.997580869236687,-0.4700325787042736,10.232597158588824,0.7447723093248222,-0.3500672490994831
200637_s_at,5.558880093735411,4.953189348685961,-0.6056907450494498,5.2560347212106855,0.3899255020474752,-0.23617426784891601
200638_s_at,9.522620949430191,8.991415104092951,-0.5312058453372401,9.257018026761571,0.6752100071269843,-0.35867550261605363
200639_s_at,11.38110957519879,11.093642989589416,-0.28746658560937455,11.237376282394102,0.816416676011212,-0.2346925142874981
200640_at,10.752184458496355,10.554000906266795,-0.19818355222956008,10.653092682381576,0.7747551530989847,-0.15354372834931346
200641_s_at,7.636786001739307,7.439964896671061,-0.1968211050682465,7.538375449205184,0.5526646077331628,-0.10877605882615007
200642_at,11.968287608525287,11.43777067169598,-0.5305169368293097,11.703029140110631,0.8496194001685997,-0.450737481648201
200643_at,8.613876147434771,8.81271831562136,0.19884216818658904,8.713297231528067,0.6364407581390108,0.12655126027067742
200644_at,10.155392697111614,9.63471512606452,-0.520677571047095,9.895053911588066,0.7207042613452311,-0.37525454424052573
